cell,e_target,e_targets,n_targets,library_id,pair,e_core_pair,pair_spread,node_e_core,feed,per_fa_tU,M_HM_tU,n_candidates,n_in_band,n_feasible,pred_cyclen,sigma_cyclen,pred_f_r,pred_f_q,pred_cbc_max,pred_ao_abs,pred_max_pin_bu,B_cycle,B_d,min_pred_f_r,max_pred_cyclen_any,ref_cyclen,ref_f_r,n_store_feed,n_store_feed_ecore,n_store_feed_lib,n_store_pair_feed,in_distribution,node_record_id,node_origin,n_pareto,pareto_min_f_r,pareto_min_f_r_cyclen,pareto_cyclen_span,pareto_f_r_span,seconds
e5.8_f117,5.8,5.8,1,paramA,P6253Z1G06N24_P6253Z1G08N20,5.805535636425224,0.0389163651761688,,117,0.42293,101.925,1200,1200,0,,,,,,,,,,1.8033658716057075,732.3352376886448,732.3352376886448,2.1372604994365307,3587,234,1374,22,False,,,0,,,,,351.1
e5.8_f121,5.8,5.8,1,paramA,P6253Z1G06N24_P6253Z1G08N20,5.805535636425224,0.0389163651761688,,121,0.42293,101.925,1200,1200,0,,,,,,,,,,1.7394616336982895,743.638031628378,743.638031628378,2.391129343409167,44292,63,1991,34,True,,,0,,,,,335.7
e5.9_f105,5.9,5.9,1,paramA,P6253Z1G08N20_P6257Z1G10N12,5.908702994861528,0.1671841053106701,,105,0.42323,101.998,1200,846,0,,,,,,,,,,1.883876157954797,678.6287132287327,678.6287132287327,3.08148835257028,285,0,0,0,False,,,0,,,,,346.9
e5.9_f109,5.9,5.9,1,paramA,P6253Z1G08N20_P6257Z1G10N12,5.908702994861528,0.1671841053106701,,109,0.42323,101.998,1200,826,0,,,,,,,,,,1.8337985093264568,700.4360697435029,700.4360697435029,2.954878910279552,3934,324,2171,0,False,,,0,,,,,355.4
e5.9_f113,5.9,5.9,1,paramA,P6253Z1G08N20_P6257Z1G10N12,5.908702994861528,0.1671841053106701,,113,0.42323,101.998,1200,1053,0,,,,,,,,,,1.8154055824637507,722.2125467515825,722.2125467515825,2.422314116941244,763,12,12,0,False,,,0,,,,,359.4
e5.9_f117,5.9,5.9,1,paramA,P6253Z1G08N20_P6257Z1G10N12,5.908702994861528,0.1671841053106701,,117,0.42323,101.998,1200,716,0,,,,,,,,,,1.7980594912719876,738.9303564298073,738.9303564298073,2.4808957363955217,3587,100,1374,0,False,,,0,,,,,363.9
e5.9_f121,5.9,5.9,1,paramA,P6253Z1G08N20_P6257Z1G10N12,5.908702994861528,0.1671841053106701,,121,0.42323,101.998,1200,749,0,,,,,,,,,,1.737605085648685,752.9388920003414,752.9388920003414,4.0542049320194655,44292,82,1991,0,True,,,0,,,,,342.3
e6.0_f105,6.0,6.0,1,paramA,P6257Z1G10N12_P6656Z2G08N12,6.025507875529617,0.0665891098390663,,105,0.42408,102.203,1200,1140,0,,,,,,,,,,1.824593423544168,716.7057096296077,716.7057096296077,2.552000267789921,285,0,0,0,False,,,0,,,,,352.9
e6.0_f109,6.0,6.0,1,paramA,P6257Z1G10N12_P6656Z2G08N12,6.025507875529617,0.0665891098390663,,109,0.42408,102.203,1200,1132,0,,,,,,,,,,1.7898238052710116,739.6019659334869,739.6019659334869,3.0891852710622247,3934,1,2171,0,False,,,0,,,,,352.0
e6.0_f113,6.0,6.0,1,paramA,P6257Z1G10N12_P6656Z2G08N12,6.025507875529617,0.0665891098390663,,113,0.42408,102.203,1200,1136,0,,,,,,,,,,1.7618212028111135,759.935530270287,759.935530270287,2.503237413791691,763,0,12,0,False,,,0,,,,,338.1
