d,n,gam,gam_abs,target
3,3815,0.10080166602321096,0.004329899504175349,node_peak
4,6940,0.12696551024012043,0.005666659132547955,node_peak
5,10105,0.1745862071941526,0.00741085041165057,node_peak
6,11298,0.1999615551104888,0.00855221890162358,node_peak
7,12437,0.242934309329044,0.010631004387785827,node_peak
8,12776,0.2810708143561649,0.01192923673033789,node_peak
9,12682,0.31637393869451735,0.014056449808019358,node_peak
10,12554,0.3298303065966862,0.014576325774363732,node_peak
11,12641,0.3737363114944396,0.01745688146677644,node_peak
12,12428,0.36336990765759253,0.0188216653559267,node_peak
13,12441,0.40751519014039994,0.020088612309855938,node_peak
14,12040,0.4456318722078946,0.02347115195074747,node_peak
15,12166,0.483595738296894,0.026716999487913735,node_peak
16,11720,0.48713740151044876,0.028939244039229567,node_peak
17,11819,0.4912862040830609,0.02955053150981642,node_peak
18,11890,0.518892222903557,0.03171436343501855,node_peak
19,11752,0.5414069852789466,0.03518001078910127,node_peak
20,12212,0.5757787073746445,0.0384650913332862,node_peak
21,12144,0.594939884408867,0.03918146293939181,node_peak
22,12544,0.6414058524065234,0.0438507612870664,node_peak
23,12651,0.7213238883305794,0.04909653068483983,node_peak
24,12779,0.7559314100888572,0.05247919077566881,node_peak
25,13348,0.7764665014398112,0.054951301762755485,node_peak
26,13753,0.7825632678773204,0.054497574681604,node_peak
27,13741,0.8217208069808587,0.057089821982267475,node_peak
28,13939,0.8635966298233267,0.06020169333719234,node_peak
29,14456,0.9143544881589597,0.06639826907990186,node_peak
30,14926,0.9441823366006022,0.06667178229513811,node_peak
31,15475,0.9255509699134199,0.06815709457643968,node_peak
32,15976,0.9024790364808782,0.06536636128088923,node_peak
33,16348,0.8338327208348745,0.06094970678623947,node_peak
34,16168,0.7402936878669072,0.05099423538629871,node_peak
35,16038,0.7110858061496925,0.04646939870974922,node_peak
36,15967,0.6944810446230688,0.03907797712415761,node_peak
37,15937,0.634753674195198,0.03415714016656037,node_peak
38,16331,0.6514586906777852,0.03407722354249123,node_peak
39,17049,0.6894136887819275,0.031480961723043474,node_peak
40,17160,0.6885422205144119,0.03265346074715639,node_peak
41,18326,0.7405726880213219,0.03267910201307807,node_peak
42,18130,0.7186578792259068,0.03145924487695205,node_peak
43,20999,0.8075040063943947,0.030004881513624557,node_peak
44,22250,0.8224126817233716,0.027448481056127655,node_peak
45,20737,0.7435336250282192,0.023971368924236725,node_peak
46,20898,0.6527864023444973,0.020573925157405165,node_peak
47,21660,0.529569113064649,0.015695996099561866,node_peak
48,25471,0.5142400727639546,0.017060660402343577,node_peak
49,28771,0.5258735647135814,0.016131259059968987,node_peak
50,35960,0.6358013323112167,0.01875416244627769,node_peak
51,45121,0.6853483074697163,0.02044596238454493,node_peak
52,54440,0.8222833770256534,0.023505390189659237,node_peak
53,70208,0.8941144412862984,0.02400291021726516,node_peak
54,95593,1.1000539498911306,0.03070976669988163,node_peak
55,121599,1.074228530907988,0.02910591180983799,node_peak
56,157839,1.1081352215633111,0.03062644811830882,node_peak
57,188289,1.187502251422179,0.033220839236163494,node_peak
58,213621,1.1755638302301483,0.03383495382632472,node_peak
59,233664,1.1962969313746206,0.034983369827645994,node_peak
60,239901,1.1811893543337149,0.03472224635682658,node_peak
61,212955,1.2138816820326044,0.03609805603871054,node_peak
62,182718,1.18211206544894,0.03523744505872649,node_peak
63,126409,1.144993811639916,0.03453586545309779,node_peak
64,69712,1.1196640935794504,0.03379105347161012,node_peak
65,29995,1.1306422175136739,0.034683884126103945,node_peak
66,10181,1.1006967469228524,0.03717209006934208,node_peak
67,1996,1.9289163884232463,0.07268251111368856,node_peak
68,277,3.118890340460891,0.11256658471448326,node_peak
69,11,10.874596034997904,0.2705432284962047,node_peak
