table,tag,n,rho,r,mae,rmse,bias,med_ae,p90,p95,p99,maxae,le2,le5,le10,le20,fold,variant,cells,med_rho,q1,q3,worst,med_mae,covered,mae_off,mae_on,bias_off,bias_on,rho_off,rho_on,le5_off,le5_on,le10_off,le10_on,band,cov,med_cell_rho,prior_mae,feed,bin,pred_mid,sd,n_act,n_pred,tp,fp,fn,precision,recall,target,med_miss,p90_miss,med_oracle,channel,model,med_cell_mae,top1,top3,pred1_in_true3,node_mae,node_bias,node_rmse,med_shape_rho,q1_shape_rho,q3_shape_rho,metric,true_sd,pred_sd,pairs,sign_acc,stratum,pkr_lo,pkr_hi,p_at_8,median,random,feature,global_rho,cell_rho,cov_lo,cov_hi,rho_cov,ci_lo,ci_hi,rho_cov_prev,rho_peak,delta_above_random,delta_acc75,acc_smallest_bin,n_smallest,med_ratio,med_sd_true,med_sd_pred,noise_to_signal
t2_frproxy,,1515.0,,,,,,,,,,,,,,,B legacy_val,,4.0,,,,,,,,,,,,,,,,,all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pred_top5,0.8900952766009113,0.8338964605877384,,,,,,,,,,,,,,,
t2_frproxy,,1515.0,,,,,,,,,,,,,,,B legacy_val,,4.0,,,,,,,,,,,,,,,,,all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scalar_F_r_head,0.9287255065641988,0.89007468804092,,,,,,,,,,,,,,,
t2_frproxy,,68.0,,,,,,,,,,,,,,,B legacy_val,,1.0,,,,,,,,,,,,,,,,,F_r<1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pred_peak,0.4024895638418078,0.4024895638418078,,,,,,,,,,,,,,,
t2_frproxy,,68.0,,,,,,,,,,,,,,,B legacy_val,,1.0,,,,,,,,,,,,,,,,,F_r<1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pred_pkr,0.3477157018428444,0.3477157018428444,,,,,,,,,,,,,,,
t2_frproxy,,68.0,,,,,,,,,,,,,,,B legacy_val,,1.0,,,,,,,,,,,,,,,,,F_r<1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pred_CoV,0.3474484191422569,0.3474484191422569,,,,,,,,,,,,,,,
t2_frproxy,,68.0,,,,,,,,,,,,,,,B legacy_val,,1.0,,,,,,,,,,,,,,,,,F_r<1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pred_top5,0.3112888880770646,0.3112888880770646,,,,,,,,,,,,,,,
t2_frproxy,,68.0,,,,,,,,,,,,,,,B legacy_val,,1.0,,,,,,,,,,,,,,,,,F_r<1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scalar_F_r_head,0.0630787173386459,0.0630787173386459,,,,,,,,,,,,,,,
t2_frproxy,,224.0,,,,,,,,,,,,,,,B legacy_val,,1.0,,,,,,,,,,,,,,,,,F_r<1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pred_peak,0.3198131502846376,0.3198131502846376,,,,,,,,,,,,,,,
t2_frproxy,,224.0,,,,,,,,,,,,,,,B legacy_val,,1.0,,,,,,,,,,,,,,,,,F_r<1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pred_pkr,0.398207843766611,0.398207843766611,,,,,,,,,,,,,,,
t2_frproxy,,224.0,,,,,,,,,,,,,,,B legacy_val,,1.0,,,,,,,,,,,,,,,,,F_r<1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pred_CoV,0.2849448460061309,0.2849448460061309,,,,,,,,,,,,,,,
t2_frproxy,,224.0,,,,,,,,,,,,,,,B legacy_val,,1.0,,,,,,,,,,,,,,,,,F_r<1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pred_top5,0.3299452130415011,0.3299452130415011,,,,,,,,,,,,,,,
t2_frproxy,,224.0,,,,,,,,,,,,,,,B legacy_val,,1.0,,,,,,,,,,,,,,,,,F_r<1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scalar_F_r_head,0.5789615157346591,0.5789615157346591,,,,,,,,,,,,,,,
