cell,target,n_train,model,rep,rho,n_test
A|ebin5.4_f121,node_peak,100,gbt,0,0.5547977080137196,702
A|ebin5.4_f121,node_peak,100,ridge,1,0.5996860100012863,702
A|ebin5.4_f121,node_peak,100,gbt,1,0.5149656336894649,702
A|ebin5.4_f121,node_peak,100,ridge,2,0.5340925722330778,702
A|ebin5.4_f121,node_peak,100,gbt,2,0.4056331123720595,702
A|ebin5.4_f121,node_peak,200,ridge,0,0.6720085038771373,702
A|ebin5.4_f121,node_peak,200,gbt,0,0.6266132652975632,702
A|ebin5.4_f121,node_peak,200,ridge,1,0.6558302456424485,702
A|ebin5.4_f121,node_peak,200,gbt,1,0.5529538827390507,702
A|ebin5.4_f121,node_peak,200,ridge,2,0.6295566775404426,702
A|ebin5.4_f121,node_peak,200,gbt,2,0.6115203414387477,702
A|ebin5.4_f121,node_peak,400,ridge,0,0.6677328638359386,702
A|ebin5.4_f121,node_peak,400,gbt,0,0.6740403394757847,702
A|ebin5.4_f121,node_peak,400,ridge,1,0.6834038859561679,702
A|ebin5.4_f121,node_peak,400,gbt,1,0.6636293490384841,702
A|ebin5.4_f121,node_peak,400,ridge,2,0.6409065148599652,702
A|ebin5.4_f121,node_peak,400,gbt,2,0.6589157006877912,702
A|ebin5.4_f121,node_peak,800,ridge,0,0.7139885100928666,702
A|ebin5.4_f121,node_peak,800,gbt,0,0.7544784824266682,702
A|ebin5.4_f121,node_peak,800,ridge,1,0.6954758141048433,702
A|ebin5.4_f121,node_peak,800,gbt,1,0.7456234732382082,702
A|ebin5.4_f121,node_peak,800,ridge,2,0.6819221550197451,702
A|ebin5.4_f121,node_peak,800,gbt,2,0.7346236717222223,702
A|ebin5.4_f121,node_peak,1600,ridge,0,0.7106481679366591,702
A|ebin5.4_f121,node_peak,1600,gbt,0,0.7624723461226469,702
A|ebin5.4_f121,node_peak,1600,ridge,1,0.6926728168606986,702
A|ebin5.4_f121,node_peak,1600,gbt,1,0.7829513785571064,702
A|ebin5.4_f121,node_peak,1600,ridge,2,0.7108697173494372,702
A|ebin5.4_f121,node_peak,1600,gbt,2,0.7817057831178682,702
A|ebin5.4_f121,node_peak,2098,ridge,0,0.7128973436801911,702
A|ebin5.4_f121,node_peak,2098,gbt,0,0.7836899844333027,702
A|ebin5.4_f121,node_peak,2098,ridge,1,0.7128973436801911,702
A|ebin5.4_f121,node_peak,2098,gbt,1,0.7875643428327395,702
A|ebin5.4_f121,node_peak,2098,ridge,2,0.7128973436801911,702
A|ebin5.4_f121,node_peak,2098,gbt,2,0.7858910380286923,702
A|ebin5.4_f121,map_cov,25,ridge,0,0.45792985255407354,702
A|ebin5.4_f121,map_cov,25,ridge,1,0.5582716423620395,702
A|ebin5.4_f121,map_cov,25,ridge,2,0.34345495558799854,702
A|ebin5.4_f121,map_cov,50,ridge,0,0.4530040444898917,702
A|ebin5.4_f121,map_cov,50,gbt,0,0.21362332590034352,702
A|ebin5.4_f121,map_cov,50,ridge,1,0.5830790102131794,702
A|ebin5.4_f121,map_cov,50,gbt,1,0.27519503251054206,702
A|ebin5.4_f121,map_cov,50,ridge,2,0.5135497617665948,702
A|ebin5.4_f121,map_cov,50,gbt,2,0.1704262782948778,702
A|ebin5.4_f121,map_cov,100,ridge,0,0.6525496370830105,702
A|ebin5.4_f121,map_cov,100,gbt,0,0.5697191006325206,702
A|ebin5.4_f121,map_cov,100,ridge,1,0.6176022973830616,702
A|ebin5.4_f121,map_cov,100,gbt,1,0.5801449878413114,702
A|ebin5.4_f121,map_cov,100,ridge,2,0.6025673545006828,702
A|ebin5.4_f121,map_cov,100,gbt,2,0.5369057535610392,702
A|ebin5.4_f121,map_cov,200,ridge,0,0.7052829712939331,702
A|ebin5.4_f121,map_cov,200,gbt,0,0.6688365150153259,702
A|ebin5.4_f121,map_cov,200,ridge,1,0.6414850746257007,702
A|ebin5.4_f121,map_cov,200,gbt,1,0.5842811428676513,702
A|ebin5.4_f121,map_cov,200,ridge,2,0.6538669575684366,702
A|ebin5.4_f121,map_cov,200,gbt,2,0.6347124771072333,702
A|ebin5.4_f121,map_cov,400,ridge,0,0.6948264082433313,702
A|ebin5.4_f121,map_cov,400,gbt,0,0.7010559064641021,702
A|ebin5.4_f121,map_cov,400,ridge,1,0.687386567032186,702
A|ebin5.4_f121,map_cov,400,gbt,1,0.7242471964035557,702
A|ebin5.4_f121,map_cov,400,ridge,2,0.7029334601224383,702
A|ebin5.4_f121,map_cov,400,gbt,2,0.6757658224061037,702
A|ebin5.4_f121,map_cov,800,ridge,0,0.7372056457573388,702
A|ebin5.4_f121,map_cov,800,gbt,0,0.7826911640112075,702
A|ebin5.4_f121,map_cov,800,ridge,1,0.7170464833202276,702
A|ebin5.4_f121,map_cov,800,gbt,1,0.7864583114730926,702
A|ebin5.4_f121,map_cov,800,ridge,2,0.7271851717380661,702
A|ebin5.4_f121,map_cov,800,gbt,2,0.7557929155249088,702
A|ebin5.4_f121,map_cov,1600,ridge,0,0.7427335910705531,702
