pair,type1,type2,enrichment_segment,feed,split_bucket,split_lo,split_mean,split_min,split_max,n_cores,n_feasible,n_distinct_splits,realized_enrichment_mean,bu_k1_mix_mean,F_r_min,best_cid,best_split,best_n_type1,best_n_type2,best_EFPD,best_B_c,best_B_d,best_discharge_GWd,best_CBC_max,best_cbc_margin,best_F_q,best_AO_min,best_AO_max,best_pinmax_rodavg_GWd,best_pinmax_node_GWd,best_pinmax_known,best_rodavg_ge68,best_rodavg_ge75,best_node_ge68,best_node_ge75,best_F_r_campaign,best_CBC_max_campaign,best_metrics_source,best_eq_ok,best_ncyc,best_feasible_at_metrics,F_r_p10,F_r_median,EFPD_mean,EFPD_max,B_d_mean,CBC_max_max,cbc_margin_min,n_pinmax_known,pinmax_rodavg_min,pinmax_rodavg_mean,pinmax_node_min,pinmax_node_mean,frac_rodavg_ge62,frac_rodavg_ge68,frac_rodavg_ge75,frac_node_ge62,frac_node_ge68,frac_node_ge75,n_campaign_verified,F_r_campaign_min,EFPD_max_F_r,EFPD_max_B_d,EFPD_max_split,pkey,n_store_rows,n_store_valid,store_f_r_min,store_cyclen_max,n_store_rows_pair_all_feeds,store_gap_f_r,unexplored,novel_type
E1_E2,E1,E2,5.0,101,55-60,0.55,0.579511,0.554455,0.594059,49,49,2,5.044,39.44419,1.5295,f6859af36877,0.594059,60,41,565.1,22.059897,52.637971,52.8,1261.4,138.6,1.8732,-0.0392,0.02,71.97,78.03,True,True,False,True,True,1.5295,1261.4,equilibrium_ncyc12,True,8,True,1.53608,1.5446,563.983673,565.7,52.533987,1263.1,136.9,49,70.93,72.231633,77.36,78.33,1.0,1.0,0.040816,1.0,1.0,1.0,0,1.5295,1.5429,52.69386,0.594059,E1_E2,232,146,1.7536,561.18,3496,0.2241,False,False
E1_E2,E1,E2,5.0,101,60-65,0.6,0.643564,0.643564,0.643564,1,1,1,5.044,39.46473,1.5397,c2705245f352,0.643564,65,36,562.5,21.9584,52.395786,52.54,1249.8,150.2,1.9146,-0.0379,0.0176,71.67,78.24,True,True,False,True,True,1.5397,1249.8,equilibrium_ncyc12,True,7,True,1.5397,1.5397,562.5,562.5,52.395786,1249.8,150.2,1,71.67,71.67,78.24,78.24,1.0,1.0,0.0,1.0,1.0,1.0,0,1.5397,1.5397,52.395786,0.643564,E1_E2,232,146,1.7536,561.18,3496,0.2139,False,False
E5_E6,E5,E6,5.0,101,55-60,0.55,0.554455,0.554455,0.554455,6,6,1,5.002,39.04362,1.5314,ae185f5d99a8,0.554455,56,45,553.5,21.607065,51.557453,51.83,1186.7,213.3,1.9268,-0.0366,0.0022,73.16,78.97,True,True,False,True,True,1.5405,1188.2,equilibrium_ncyc12,True,9,True,1.5322,1.54075,552.866667,553.6,51.49846,1191.2,208.8,6,73.08,73.343333,78.89,79.168333,1.0,1.0,0.0,1.0,1.0,1.0,0,1.5405,1.533,51.566768,0.554455,E5_E6,0,0,,,0,,True,True
E1_E2,E1,E2,5.0,105,50-55,0.5,0.521693,0.504762,0.542857,36,36,3,5.044556,39.421238,1.5235,95d721a8966e,0.533333,56,49,583.2,22.766469,52.254467,52.44,1256.5,143.5,1.8844,-0.0448,0.0201,73.35,78.99,True,True,False,True,True,1.5235,1256.5,equilibrium_ncyc12,True,8,True,1.5316,1.5373,582.888889,585.4,52.226592,1311.9,88.1,36,69.22,71.154444,74.75,77.004722,1.0,1.0,0.0,1.0,1.0,0.972222,0,1.5235,1.5413,52.451586,0.533333,E1_E2,24,15,1.8554,566.88,3496,0.3319,True,False
E1_E2,E1,E2,5.0,105,55-60,0.55,0.571701,0.571429,0.580952,35,35,2,5.044029,39.440202,1.5273,8194d47b25a8,0.571429,60,45,585.3,22.848447,52.442626,52.62,1305.4,94.6,1.8548,-0.0393,0.0177,70.88,76.54,True,True,False,True,True,1.5273,1305.4,equilibrium_ncyc12,True,8,True,1.52962,1.5331,584.434286,586.1,52.365058,1319.0,81.0,35,69.92,71.286,76.02,77.094857,1.0,1.0,0.028571,1.0,1.0,1.0,0,1.5273,1.5448,52.514306,0.571429,E1_E2,24,15,1.8554,566.88,3496,0.3281,True,False
E1_E2,E1,E2,5.0,105,60-65,0.6,0.609524,0.609524,0.609524,8,8,1,5.044,39.453814,1.5363,241f3361bafe,0.609524,64,41,585.8,22.867966,52.487426,52.65,1326.0,74.0,1.8674,-0.0381,0.0166,70.71,76.19,True,True,False,True,True,1.5363,1326.0,equilibrium_ncyc12,True,8,True,1.53651,1.53855,584.7375,585.8,52.392226,1326.0,74.0,8,69.88,71.98,76.0,77.72,1.0,1.0,0.0,1.0,1.0,1.0,0,1.5363,1.5363,52.487426,0.609524,E1_E2,24,15,1.8554,566.88,3496,0.3191,True,False
E5_E6,E5,E6,5.0,105,50-55,0.5,0.527891,0.504762,0.542857,7,7,3,5.001143,39.024231,1.5273,1068d6c30129,0.533333,56,49,571.8,22.321445,51.233032,51.45,1207.0,193.0,1.9196,-0.0345,-0.0009,73.12,78.8,True,True,False,True,True,1.5283,1208.6,equilibrium_ncyc12,True,8,True,1.52784,1.5345,570.528571,572.2,51.119112,1217.6,182.4,7,72.49,73.221429,78.13,79.012857,1.0,1.0,0.0,1.0,1.0,1.0,0,1.5283,1.5391,51.268872,0.533333,E5_E6,0,0,,,0,,True,True
E5_E6,E5,E6,5.0,105,55-60,0.55,0.578571,0.571429,0.580952,4,4,2,5.00075,39.008533,1.5301,74c2ff18b67d,0.571429,60,45,572.4,22.344868,51.286792,51.49,1221.4,178.6,1.9207,-0.035,-0.0002,73.07,78.76,True,True,False,True,True,1.5263,1222.8,equilibrium_ncyc12,True,8,True,1.53274,1.5427,569.525,572.4,51.029193,1221.4,178.6,4,72.52,73.3375,78.2,79.115,1.0,1.0,0.25,1.0,1.0,1.0,0,1.5263,1.5301,51.286792,0.571429,E5_E6,0,0,,,0,,True,True
E5_E6,E6,E5,5.0,105,60-65,0.6,0.619048,0.619048,0.619048,1,0,1,4.999,38.981061,1.5536,88354a999d6c,0.619048,65,40,568.5,22.192623,50.937353,51.16,1167.7,232.3,1.9517,-0.0338,-0.0004,73.05,78.84,True,True,False,True,True,1.5456,1167.7,equilibrium_ncyc12,True,9,False,1.5536,1.5536,568.5,568.5,50.937353,1167.7,232.3,1,73.05,73.05,78.84,78.84,1.0,1.0,0.0,1.0,1.0,1.0,0,1.5456,1.5536,50.937353,0.619048,E5_E6,0,0,,,0,,True,True
E1_E2,E2,E1,5.0,109,55-60,0.55,0.560467,0.559633,0.59633,44,43,2,5.045,39.399303,1.5366,d67905e3b6f5,0.559633,61,48,601.3,23.473042,51.89911,52.12,1256.0,144.0,1.895,-0.0479,0.0148,71.68,78.43,True,True,False,True,True,1.5366,1256.0,equilibrium_ncyc12,True,7,True,1.54118,1.5464,600.986364,601.5,51.87204,1284.6,115.4,44,67.97,70.568864,73.36,76.395682,1.0,0.977273,0.0,1.0,1.0,0.886364,0,1.5366,1.5435,51.916372,0.559633,E1_E2,292,177,1.7692,595.202,3496,0.2326,False,False
E5_E6,E5,E6,5.0,109,50-55,0.5,0.513761,0.513761,0.513761,4,4,1,5.002,39.028947,1.5299,bbaf95320b31,0.513761,56,53,589.5,23.012403,50.880634,51.11,1194.1,205.9,1.8877,-0.0413,0.0062,74.99,82.46,True,True,False,True,True,1.5376,1197.7,equilibrium_ncyc12,True,8,True,1.53287,1.54015,589.85,590.5,50.910843,1213.6,186.4,4,68.75,72.7875,74.89,79.6975,1.0,1.0,0.0,1.0,1.0,0.75,0,1.5376,1.5467,50.966946,0.513761,E5_E6,0,0,,,0,,True,True
E5_E6,E6,E5,5.0,109,55-60,0.55,0.585845,0.559633,0.59633,7,7,2,4.999286,38.993033,1.529,e7f1464d32f8,0.59633,65,44,584.3,22.80941,50.431815,50.65,1208.4,191.6,1.9213,-0.0372,0.0031,75.19,81.35,True,True,True,True,True,1.5278,1210.1,equilibrium_ncyc12,True,9,True,1.52954,1.5426,585.342857,587.1,50.521825,1209.3,190.7,7,75.09,75.334286,81.24,81.528571,1.0,1.0,1.0,1.0,1.0,1.0,0,1.5275,1.5434,50.673487,0.59633,E5_E6,0,0,,,0,,True,True
E5_E6,E6,E5,5.0,109,60-65,0.6,0.633028,0.633028,0.633028,5,3,1,4.998,38.97602,1.5411,c09895ef6f4b,0.633028,69,40,584.3,22.80941,50.431815,50.66,1200.4,199.6,1.9389,-0.0375,0.0032,75.22,81.39,True,True,True,True,True,1.5386,1200.7,equilibrium_ncyc12,True,9,True,1.5413,1.5465,584.38,585.1,50.438719,1201.3,198.7,5,74.24,75.034,80.24,81.176,1.0,1.0,0.8,1.0,1.0,1.0,0,1.5349,1.5524,50.500864,0.633028,E5_E6,0,0,,,0,,True,True
E1_E2,E1,E2,5.0,113,50-55,0.5,0.529976,0.504425,0.539823,71,67,3,5.044958,39.4092,1.539,9980be7e7ba6,0.504425,57,56,616.3,24.058599,51.310817,51.5,1292.0,108.0,1.9536,-0.0468,0.0128,,,False,False,False,False,False,1.539,1292.0,campaign,False,5,True,1.5444,1.5469,615.602817,617.1,51.252772,1302.2,97.8,31,61.23,68.06871,66.4,74.048065,0.83871,0.612903,0.0,1.0,0.83871,0.451613,40,1.539,1.545,51.377422,0.530973,E1_E2,180,134,1.6233,614.17,3496,0.0843,False,False
E1_E2,E2,E1,5.0,113,55-60,0.55,0.575221,0.575221,0.575221,17,17,1,5.045,39.394572,1.5348,a5c3fd231d70,0.575221,65,48,613.2,23.937584,51.052723,51.26,1240.2,159.8,1.9106,-0.0448,0.0159,71.14,77.46,True,True,False,True,True,1.5325,1239.8,equilibrium_ncyc12,True,9,True,1.53866,1.5447,612.788235,614.0,51.018441,1273.2,126.8,9,69.78,72.002222,76.33,78.631111,1.0,1.0,0.0,1.0,1.0,1.0,8,1.5325,1.5383,51.119328,0.575221,E1_E2,180,134,1.6233,614.17,3496,0.0885,False,False
E1_E2,E2,E1,5.0,113,60-65,0.6,0.626173,0.610619,0.646018,66,62,2,5.045,39.378233,1.5295,11eab9eb33fc,0.610619,69,44,613.4,23.945391,51.069374,51.28,1229.9,170.1,1.9036,-0.0471,0.0177,,,False,False,False,False,False,1.5295,1229.9,campaign,False,5,True,1.53355,1.54125,611.792424,613.4,50.935533,1260.2,139.8,51,68.98,71.201373,75.19,77.773922,1.0,1.0,0.0,1.0,1.0,1.0,15,1.5295,1.5295,51.069374,0.610619,E1_E2,180,134,1.6233,614.17,3496,0.0938,False,False
E5_E6,E6,E5,5.0,113,50-55,0.5,0.504425,0.504425,0.504425,5,5,1,5.001,39.02239,1.5425,f05d411eb4c8,0.504425,57,56,608.2,23.742398,50.636442,50.87,1216.8,183.2,1.9044,-0.0472,0.0111,69.1,75.41,True,True,False,True,True,1.543,1216.9,equilibrium_ncyc12,True,9,True,1.54294,1.5442,607.62,608.2,50.588153,1217.2,182.8,5,69.03,69.95,75.33,76.24,1.0,1.0,0.0,1.0,1.0,1.0,0,1.543,1.5425,50.636442,0.504425,E5_E6,0,0,,,0,,True,True
E5_E6,E6,E5,5.0,113,60-65,0.6,0.628319,0.610619,0.646018,2,1,2,4.9985,38.977718,1.5499,f49b247669af,0.646018,73,40,595.1,23.231011,49.545785,49.79,1176.0,224.0,1.9329,-0.0465,0.0104,75.03,81.17,True,True,True,True,True,1.549,1173.4,equilibrium_ncyc12,True,9,True,1.54998,1.5503,596.2,597.3,49.637367,1176.0,224.0,2,75.03,75.54,81.17,81.765,1.0,1.0,1.0,1.0,1.0,1.0,0,1.549,1.5507,49.728949,0.610619,E5_E6,0,0,,,0,,True,True
E1_E2,E2,E1,5.0,117,50-55,0.5,0.521368,0.512821,0.547009,47,47,3,5.044894,39.412949,1.5129,d3d65232cb97,0.521368,61,56,624.6,24.382607,50.224003,50.48,1262.0,138.0,1.9296,-0.0576,0.0236,,,False,False,False,False,False,1.5129,1262.0,campaign,False,5,True,1.52472,1.5393,626.897872,629.5,50.408775,1306.1,93.9,6,61.14,61.306667,66.6,66.771667,0.0,0.0,0.0,1.0,0.0,0.0,41,1.5129,1.5396,50.618011,0.521368,E1_E2,636,503,1.5368,626.223,3496,0.0239,False,False
E1_E2,E2,E1,5.0,117,55-60,0.55,0.568329,0.555556,0.589744,91,89,2,5.044923,39.399523,1.5224,92efc0e0eea8,0.555556,65,52,628.8,24.546563,50.561724,50.77,1277.1,122.9,1.9002,-0.0508,0.0188,61.37,66.62,True,False,False,False,False,1.5224,1277.1,equilibrium_ncyc12,True,7,True,1.5283,1.5395,625.383516,629.2,50.287005,1294.2,105.8,49,61.36,69.833878,66.62,76.756531,0.816327,0.673469,0.122449,1.0,0.816327,0.632653,42,1.5224,1.5254,50.593888,0.555556,E1_E2,636,503,1.5368,626.223,3496,0.0144,False,False
E1_E2,E2,E1,5.0,117,60-65,0.6,0.623932,0.623932,0.623932,9,9,1,5.045,39.378952,1.5387,59771f90b2ad,0.623932,73,44,624.1,24.363089,50.183798,50.41,1249.0,151.0,1.93,-0.0527,0.0196,74.88,82.6,True,True,False,True,True,1.5387,1249.5,equilibrium_ncyc12,True,8,True,1.53918,1.5416,623.133333,625.7,50.106068,1253.8,146.2,6,62.43,69.985,68.15,77.061667,1.0,0.666667,0.0,1.0,1.0,0.666667,3,1.5387,1.546,50.312454,0.623932,E1_E2,636,503,1.5368,626.223,3496,-0.0019,False,False
E1_E2,E2,E1,5.0,117,65-70,0.65,0.65812,0.65812,0.65812,4,4,1,5.045,39.367989,1.5365,260139bf8e5b,0.65812,77,40,619.8,24.195229,49.838036,50.08,1166.7,233.3,1.9749,-0.0615,0.0251,70.36,76.71,True,True,False,True,True,1.5365,1166.4,equilibrium_ncyc12,True,7,True,1.53677,1.53755,620.35,622.0,49.882261,1190.1,209.9,4,62.74,68.4675,68.31,74.6175,1.0,0.75,0.0,1.0,1.0,0.75,0,1.5365,1.5406,50.014937,0.65812,E1_E2,636,503,1.5368,626.223,3496,0.0003,False,False
E5_E6,E6,E5,5.0,117,50-55,0.5,0.519658,0.512821,0.521368,5,4,2,5.0012,39.018746,1.5433,6faa3eb415fc,0.521368,61,56,610.4,23.82828,49.082183,49.32,1153.6,246.4,1.9861,-0.0637,0.0188,76.68,83.06,True,True,True,True,True,1.5425,1151.5,equilibrium_ncyc12,True,8,True,1.54406,1.5477,610.66,612.0,49.103089,1170.1,229.9,5,72.35,76.01,78.62,82.392,1.0,1.0,0.8,1.0,1.0,1.0,0,1.5425,1.5493,49.210839,0.521368,E5_E6,0,0,,,0,,True,True
E5_E6,E6,E5,5.0,117,55-60,0.55,0.579976,0.555556,0.589744,7,7,2,4.999286,38.995149,1.5363,e42ddc5c98c9,0.555556,65,52,610.6,23.836087,49.098265,49.34,1126.5,273.5,1.9981,-0.0685,0.026,76.37,82.78,True,True,True,True,True,1.5363,1124.5,equilibrium_ncyc12,True,8,True,1.54038,1.544,611.728571,612.8,49.189013,1142.9,257.1,7,73.52,76.024286,79.64,82.404286,1.0,1.0,0.857143,1.0,1.0,1.0,0,1.5363,1.5462,49.275167,0.589744,E5_E6,0,0,,,0,,True,True
A8_A2,A2,A8,5.0,121,60-65,0.6,0.619835,0.603306,0.636364,2,2,2,4.9935,38.925486,1.5427,02355435244e,0.603306,73,48,628.6,24.538756,48.874712,49.09,1238.8,161.2,1.9327,-0.0501,0.0133,61.99,67.61,True,False,False,False,False,1.5427,1238.8,equilibrium_ncyc12,True,8,True,1.54334,1.5459,627.35,628.6,48.777522,1238.8,161.2,2,61.92,61.955,67.61,67.625,0.0,0.0,0.0,1.0,0.0,0.0,0,1.5427,1.5427,48.874712,0.603306,A2_A8,4,4,1.5451,621.19,744,0.0024,True,False
E1_E2,E2,E1,5.0,121,55-60,0.55,0.578512,0.570248,0.595041,3,3,2,5.045,39.393517,1.5402,5adfa5218a41,0.570248,69,52,632.0,24.671482,49.139068,49.38,1255.8,144.2,1.9586,-0.0501,0.0128,62.07,67.89,True,False,False,False,False,1.541,1253.0,equilibrium_ncyc12,True,8,True,1.54028,1.5406,632.533333,633.4,49.180535,1273.0,127.0,3,62.07,62.496667,67.89,68.346667,1.0,0.0,0.0,1.0,0.333333,0.0,0,1.541,1.5406,49.24792,0.570248,E1_E2,1226,1098,1.4636,645.817,3496,-0.0766,False,False
E1_E2,E2,E1,5.0,121,60-65,0.6,0.621818,0.603306,0.636364,25,24,2,5.045,39.37963,1.5195,1123220f0157,0.636364,77,44,629.8,24.5856,48.968014,49.22,1228.5,171.5,1.9396,-0.048,0.0139,60.86,67.03,True,False,False,False,False,1.5197,1226.5,equilibrium_ncyc12,True,8,True,1.53382,1.5399,632.352,634.7,49.166436,1257.5,142.5,25,60.86,62.2776,66.78,68.344,0.72,0.0,0.0,1.0,0.92,0.0,0,1.5197,1.5397,49.348997,0.603306,E1_E2,1226,1098,1.4636,645.817,3496,-0.0559,False,False
E1_E2,E2,E1,5.0,121,65-70,0.65,0.669421,0.669421,0.669421,3,3,1,5.045,39.364365,1.5323,a14b41a91787,0.669421,81,40,632.0,24.671482,49.139068,49.4,1231.6,168.4,1.9628,-0.0504,0.013,61.92,68.57,True,False,False,True,False,1.5317,1229.3,equilibrium_ncyc12,True,8,True,1.53302,1.5359,630.8,632.0,49.045766,1231.6,168.4,3,61.44,61.983333,66.99,67.97,0.333333,0.0,0.0,1.0,0.666667,0.0,0,1.5317,1.5323,49.139068,0.669421,E1_E2,1226,1098,1.4636,645.817,3496,-0.0687,False,False
E3_E4,E4,E3,5.0,121,55-60,0.55,0.595041,0.595041,0.595041,1,1,1,5.04,39.417124,1.5357,68fe08377fbe,0.595041,72,49,636.5,24.847149,49.48895,49.69,1277.6,122.4,1.9366,-0.05,0.0187,62.47,68.26,True,False,False,True,False,1.5357,1277.6,equilibrium_ncyc12,True,8,True,1.5357,1.5357,636.5,636.5,49.48895,1277.6,122.4,1,62.47,62.47,68.26,68.26,1.0,0.0,0.0,1.0,1.0,0.0,0,1.5357,1.5357,49.48895,0.595041,E3_E4,183,183,1.4666,637.831,1496,-0.0691,False,False
E3_E4,E4,E3,5.0,121,60-65,0.6,0.632014,0.603306,0.636364,38,38,2,5.040868,39.40915,1.5045,08bb7ab5b03d,0.636364,77,44,635.7,24.81592,49.426749,49.64,1270.0,130.0,1.8555,-0.0452,0.0168,62.13,67.45,True,False,False,False,False,1.5045,1270.0,equilibrium_ncyc12,True,9,True,1.51791,1.5348,635.281579,637.2,49.394216,1285.3,114.7,38,60.96,61.868421,66.62,67.703421,0.473684,0.0,0.0,1.0,0.421053,0.0,0,1.5045,1.5089,49.543377,0.636364,E3_E4,183,183,1.4666,637.831,1496,-0.0379,False,False
E3_E4,E4,E3,5.0,121,65-70,0.65,0.669421,0.669421,0.669421,16,16,1,5.042,39.401082,1.4971,539a778e74b3,0.669421,81,40,634.6,24.772979,49.341222,49.56,1258.1,141.9,1.8974,-0.0486,0.0166,61.45,66.75,True,False,False,False,False,1.4971,1258.1,equilibrium_ncyc12,True,8,True,1.50475,1.5259,633.9625,636.6,49.291656,1264.2,135.8,16,61.17,61.9075,66.75,67.465,0.5,0.0,0.0,1.0,0.1875,0.0,0,1.4971,1.5127,49.496726,0.669421,E3_E4,183,183,1.4666,637.831,1496,-0.0305,False,False
E3_E4,E4,E3,5.0,121,70-75,0.7,0.707989,0.702479,0.735537,6,6,2,5.042167,39.392764,1.5121,645f0e0b2d50,0.702479,85,36,634.6,24.772979,49.341222,49.58,1231.2,168.8,1.87,-0.0454,0.0191,61.74,67.11,True,False,False,False,False,1.5121,1231.2,equilibrium_ncyc12,True,9,True,1.51925,1.54205,633.5,635.9,49.255695,1246.7,153.3,6,61.74,62.011667,67.11,67.503333,0.333333,0.0,0.0,1.0,0.0,0.0,0,1.5121,1.5421,49.442299,0.702479,E3_E4,183,183,1.4666,637.831,1496,-0.0455,False,False
E5_E6,E6,E5,5.0,121,50-55,0.5,0.53719,0.53719,0.53719,2,2,1,5.0,39.010576,1.5372,d58f09d91d56,0.53719,65,56,629.5,24.573889,48.944689,49.18,1230.0,170.0,1.9182,-0.0488,0.0092,59.99,65.91,True,False,False,False,False,1.5369,1228.2,equilibrium_ncyc12,True,8,True,1.53761,1.53925,628.9,629.5,48.898038,1240.3,159.7,2,59.99,60.11,65.91,66.145,0.0,0.0,0.0,1.0,0.0,0.0,0,1.5369,1.5372,48.944689,0.53719,E5_E6,0,0,,,0,,True,True
E5_E6,E6,E5,5.0,121,55-60,0.55,0.570248,0.570248,0.570248,1,1,1,5.0,38.998656,1.5401,2ca4461a8246,0.570248,69,52,629.0,24.554371,48.905813,49.14,1233.7,166.3,1.9288,-0.0463,0.0075,59.81,66.07,True,False,False,False,False,1.5399,1231.8,equilibrium_ncyc12,True,9,True,1.5401,1.5401,629.0,629.0,48.905813,1233.7,166.3,1,59.81,59.81,66.07,66.07,0.0,0.0,0.0,1.0,0.0,0.0,0,1.5399,1.5401,48.905813,0.570248,E5_E6,0,0,,,0,,True,True
J1_J2,J1,J2,5.1,101,55-60,0.55,0.59173,0.554455,0.594059,17,17,2,5.121941,40.026431,1.529,db5c825d5fee,0.594059,60,41,565.2,22.0638,52.647286,52.88,1184.9,255.1,1.8881,-0.0401,0.0054,74.62,80.59,True,True,False,True,True,1.5259,1187.7,equilibrium_ncyc12,True,8,True,1.5301,1.5314,564.829412,565.5,52.612766,1195.3,244.7,17,73.93,74.392941,79.72,80.454706,1.0,1.0,0.0,1.0,1.0,1.0,0,1.5259,1.5306,52.67523,0.594059,J1_J2,265,169,1.7101,565.43,1833,0.1811,False,False
J1_J2,J1,J2,5.1,101,60-65,0.6,0.634706,0.633663,0.643564,19,18,2,5.122,40.040789,1.5092,1d26eb7456ad,0.633663,64,37,567.6,22.157489,52.870841,53.21,1209.3,230.7,1.8605,-0.0401,0.0053,74.84,80.68,True,True,False,True,True,1.5103,1205.3,equilibrium_ncyc12,True,9,True,1.51324,1.5345,566.336842,568.8,52.75318,1220.3,219.6,19,73.85,74.583158,79.78,80.614737,1.0,1.0,0.157895,1.0,1.0,1.0,0,1.5103,1.5345,52.982619,0.633663,J1_J2,265,169,1.7101,565.43,1833,0.2009,False,False
J1_J2,J1,J2,5.1,101,65-70,0.65,0.674646,0.673267,0.683168,79,79,2,5.123,40.054132,1.5005,4e4ca1ba5b46,0.673267,68,33,569.1,22.216045,53.010563,53.32,1221.5,218.5,1.8499,-0.04,0.0076,74.69,80.52,True,True,False,True,True,1.5004,1222.3,equilibrium_ncyc12,True,8,True,1.5024,1.5141,567.818987,570.0,52.891239,1232.7,207.3,79,73.47,74.639367,79.33,80.581646,1.0,1.0,0.075949,1.0,1.0,1.0,0,1.5004,1.5025,53.094396,0.673267,J1_J2,265,169,1.7101,565.43,1833,0.2096,False,False
J1_J2,J1,J2,5.1,101,70-75,0.7,0.721272,0.712871,0.722772,33,33,2,5.124,40.069709,1.5049,de6b077c52fd,0.712871,72,29,567.7,22.161393,52.880156,53.16,1227.7,212.3,1.8635,-0.0401,0.0053,74.98,80.8,True,True,False,True,True,1.5036,1228.2,equilibrium_ncyc12,True,7,True,1.52006,1.5298,566.069697,568.0,52.728296,1227.7,212.3,33,74.14,74.700909,80.4,80.797273,1.0,1.0,0.242424,1.0,1.0,1.0,0,1.5036,1.5298,52.9081,0.712871,J1_J2,265,169,1.7101,565.43,1833,0.2052,False,False
J3_J4,J3,J4,5.1,101,60-65,0.6,0.634213,0.633663,0.643564,18,18,2,5.078,39.672655,1.5192,9c21cdb07ea7,0.633663,64,37,567.9,22.169201,52.898785,53.14,1224.6,215.4,1.8755,-0.0396,0.0102,74.09,79.74,True,True,False,True,True,1.5186,1225.2,equilibrium_ncyc12,True,7,True,1.52092,1.52975,566.694444,568.5,52.78649,1228.0,211.9,18,73.55,74.803889,79.31,80.622778,1.0,1.0,0.555556,1.0,1.0,1.0,0,1.5186,1.5474,52.954674,0.643564,J3_J4,0,0,,,11,,True,False
J3_J4,J3,J4,5.1,101,65-70,0.65,0.673267,0.673267,0.673267,61,61,1,5.079,39.685076,1.5171,740a2fff4356,0.673267,68,33,567.4,22.149682,52.852211,53.06,1223.3,216.7,1.8325,-0.0393,0.0119,75.39,81.21,True,True,True,True,True,1.5168,1225.4,equilibrium_ncyc12,True,7,True,1.5174,1.5237,566.759016,568.4,52.792505,1229.8,210.2,61,73.11,74.638852,78.93,80.591148,1.0,1.0,0.393443,1.0,1.0,1.0,0,1.5167,1.5174,52.945359,0.673267,J3_J4,0,0,,,11,,True,False
J5_J6,J5,J6,5.1,101,55-60,0.55,0.594059,0.594059,0.594059,5,3,1,5.127,40.079331,1.5416,5378849a787a,0.594059,60,41,568.5,22.192623,52.954674,53.23,1230.1,209.9,1.9508,-0.0355,0.0024,74.67,80.52,True,True,False,True,True,1.541,1230.8,equilibrium_ncyc12,True,8,True,1.54452,1.5494,568.3,568.7,52.936045,1237.5,202.5,5,74.67,74.868,80.52,80.79,1.0,1.0,0.2,1.0,1.0,1.0,0,1.541,1.5502,52.973304,0.594059,J5_J6,0,0,,,254,,True,False
J5_J6,J5,J6,5.1,101,60-65,0.6,0.633663,0.633663,0.633663,19,19,1,5.128,40.094406,1.5154,0adb4d9f6f0c,0.633663,64,37,568.6,22.196527,52.963989,53.26,1227.4,212.6,1.8584,-0.0402,0.0132,74.33,80.13,True,True,False,True,True,1.518,1227.7,equilibrium_ncyc12,True,8,True,1.51922,1.5288,568.715789,570.0,52.974775,1241.0,198.9,19,74.08,74.59,79.92,80.411053,1.0,1.0,0.052632,1.0,1.0,1.0,0,1.518,1.5227,53.094396,0.633663,J5_J6,0,0,,,254,,True,False
J5_J6,J5,J6,5.1,101,65-70,0.65,0.673539,0.673267,0.683168,73,72,2,5.128027,40.109583,1.5111,ac676c1d1075,0.673267,68,33,569.5,22.23166,53.047822,53.34,1242.1,197.9,1.889,-0.0393,0.0099,74.37,80.18,True,True,False,True,True,1.5099,1242.7,equilibrium_ncyc12,True,8,True,1.51322,1.5222,569.126027,570.4,53.012988,1248.8,191.2,73,73.24,74.433014,79.43,80.315205,1.0,1.0,0.068493,1.0,1.0,1.0,0,1.5098,1.5137,53.131656,0.673267,J5_J6,0,0,,,254,,True,False
J7_J8,J7,J8,5.1,101,50-55,0.5,0.514851,0.514851,0.514851,6,6,1,5.092,39.825378,1.5302,492946e11bc0,0.514851,52,49,570.0,22.251179,53.094396,53.3,1239.5,200.5,1.9088,-0.0385,0.0115,74.82,80.62,True,True,False,True,True,1.5305,1242.5,equilibrium_ncyc12,True,7,True,1.53035,1.53695,569.233333,570.0,53.022983,1244.8,195.2,6,74.55,74.853333,80.35,80.678333,1.0,1.0,0.333333,1.0,1.0,1.0,0,1.5302,1.5302,53.094396,0.514851,J7_J8,0,0,,,0,,True,True
J7_J8,J7,J8,5.1,101,55-60,0.55,0.583728,0.554455,0.594059,23,23,2,5.093739,39.851261,1.5244,45a3e9ab618e,0.594059,60,41,570.2,22.258986,53.113026,53.33,1252.7,187.3,1.878,-0.0389,0.0133,74.31,80.09,True,True,False,True,True,1.5244,1252.7,equilibrium_ncyc12,True,7,True,1.52672,1.5338,569.843478,571.4,53.079817,1270.5,169.5,23,72.47,74.225217,78.37,80.121304,1.0,1.0,0.086957,1.0,1.0,1.0,0,1.5237,1.5323,53.224804,0.594059,J7_J8,0,0,,,0,,True,True
